	Perturbed Premise	Perturbed Hypothesis	label	Original Premise	Original Hypothesis	perturbed_label	attack
995	3 girls chatting and laughing on the stairwell.	A group of girls are having u.	1	3 girls chatting and laughing on the stairwell.	A group of girls are having fun.	2	WordSwapWordNetSynonyms
996	Shipyard workers are standing around.	Shipyard workers are a the ships	2	Shipyard workers are standing around.	Shipyard workers are unloading the ships	0	WordSwapWordNetSynonyms
997	Two men stand in hula grass skirts stand in the back of a truck at the top of a silver ramp.	The two men are y jogging clothes.	2	Two men stand in hula grass skirts stand in the back of a truck at the top of a silver ramp.	The two men are wearing jogging clothes.	0	WordSwapWordNetSynonyms
998	Two men and a Frisbee	t men playing with a Frisbee.	1	Two men and a Frisbee	Two men playing with a Frisbee.	0	WordSwapWordNetSynonyms
999	3 girls chatting and laughing on the stairwell.	A grohp of yirls are having fun.	1	3 girls chatting and laughing on the stairwell.	A group of girls are having fun.	2	WordSwapQWERTY
1000	Shipyard workers are standing around.	Shiphard workrrs are unloadimg the shipx	2	Shipyard workers are standing around.	Shipyard workers are unloading the ships	1	WordSwapQWERTY
1001	Two men stand in hula grass skirts stand in the back of a truck at the top of a silver ramp.	The two men are wearing jogding clothes.	2	Two men stand in hula grass skirts stand in the back of a truck at the top of a silver ramp.	The two men are wearing jogging clothes.	0	WordSwapQWERTY
1002	Two men and a Frisbee	Two men playinv with a Frisbee.	1	Two men and a Frisbee	Two men playing with a Frisbee.	2	WordSwapQWERTY
1003	3 girls chatting and laughing on the stairwell.	A syndicates of girls are having fun.	1	3 girls chatting and laughing on the stairwell.	A group of girls are having fun.	2	WordSwapEmbedding
1004	Shipyard workers are standing around.	Backyard workers are unloading the skiff	2	Shipyard workers are standing around.	Shipyard workers are unloading the ships	0	WordSwapEmbedding
1005	Two men stand in hula grass skirts stand in the back of a truck at the top of a silver ramp.	The three men are wearing jogging clothes.	2	Two men stand in hula grass skirts stand in the back of a truck at the top of a silver ramp.	The two men are wearing jogging clothes.	0	WordSwapEmbedding
1006	Two men and a Frisbee	Two men playing with a Dodgeball.	1	Two men and a Frisbee	Two men playing with a Frisbee.	0	WordSwapEmbedding
1007	3 girls chatting and laughing on the stairwell.	A group of girls are crying.	1	3 girls chatting and laughing on the stairwell.	A group of girls are having fun.	0	WordMergeMaskedLM
1008	students are standing around.	Shipyard workers are unloading the ships	2	Shipyard workers are standing around.	Shipyard workers are unloading the ships	0	WordMergeMaskedLM
1009	Two men stand in hula dresses stand in the back of a truck at the top of a silver ramp.	The two men are wearing jogging clothes.	2	Two men stand in hula grass skirts stand in the back of a truck at the top of a silver ramp.	The two men are wearing jogging clothes.	0	WordMergeMaskedLM
1010	girls and a Frisbee	Two men playing with a Frisbee.	1	Two men and a Frisbee	Two men playing with a Frisbee.	0	WordMergeMaskedLM
1011	3 girls chatting and laughing on the stairwell.	A group of ɡirls are having fun.	1	3 girls chatting and laughing on the stairwell.	A group of girls are having fun.	0	WordSwapHomoglyphSwap
1012	Shipyard workers are standing around.	Shipyard workers are unloaԁing the ships	2	Shipyard workers are standing around.	Shipyard workers are unloading the ships	0	WordSwapHomoglyphSwap
1013	Two men stand in hula grass skirts stand in the back of a truck at the top of a silver ramp.	The two men are wеaring jogging clothes.	2	Two men stand in hula grass skirts stand in the back of a truck at the top of a silver ramp.	The two men are wearing jogging clothes.	0	WordSwapHomoglyphSwap
1014	Two men and a Frisbee	Two men playing with a Friѕbee.	1	Two men and a Frisbee	Two men playing with a Frisbee.	0	WordSwapHomoglyphSwap
1015	Shipyard workers are standing around.	Shipyard workers are dropping the ships	2	Shipyard workers are standing around.	Shipyard workers are unloading the ships	0	WordSwapHowNet
1016	Two men and a Frisbee	Two men filming with a Frisbee.	1	Two men and a Frisbee	Two men playing with a Frisbee.	2	WordSwapHowNet
1017	3 girls chatting and laughing on the stairwell.	A group of girls are having play.	1	3 girls chatting and laughing on the stairwell.	A group of girls are having fun.	2	WordSwapWordNet
1018	Shipyard workers are standing around.	Shipyard workers are unlade the ships	2	Shipyard workers are standing around.	Shipyard workers are unloading the ships	0	WordSwapWordNet
1019	Two men stand in hula grass skirts stand in the back of a truck at the top of a silver ramp.	The two men are eroding jogging clothes.	2	Two men stand in hula grass skirts stand in the back of a truck at the top of a silver ramp.	The two men are wearing jogging clothes.	0	WordSwapWordNet
1020	Two men and a Frisbee	Two men dally with a Frisbee.	1	Two men and a Frisbee	Two men playing with a Frisbee.	2	WordSwapWordNet
1021	Two black labs run, one carrying an orange dog toy.	The dosg are chasing a rabbit.	2	Two black labs run, one carrying an orange dog toy.	The dogs are chasing a rabbit.	0	WordSwapNeighboringCharacterSwap
1022	A sungalsses vendor gazes into the distance.	A woman evndor gazes into the distance.	1	A sungalsses vendor gazes into the distance.	A woman vendor gazes into the distance.	0	WordSwapNeighboringCharacterSwap
1023	An Ambulance is passing a man wearing a bandanna and girl.	The ambulance isn't stpoped by heavy traffic	0	An Ambulance is passing a man wearing a bandanna and girl.	The ambulance isn't stopped by heavy traffic	2	WordSwapNeighboringCharacterSwap
1024	Two black labs run, one carrying an orange dog toy.	The dgs are chasing a rabbit.	2	Two black labs run, one carrying an orange dog toy.	The dogs are chasing a rabbit.	0	WordSwapRandomCharacterDeletion
1025	Pedestrians are gazing at a display of books set out on a sidewalk under a tree.	People are staning on a sidewalk.	1	Pedestrians are gazing at a display of books set out on a sidewalk under a tree.	People are standing on a sidewalk.	0	WordSwapRandomCharacterDeletion
1026	A sungalsses vendor gazes into the distance.	A woan vedor gazes into the distanc.	1	A sungalsses vendor gazes into the distance.	A woman vendor gazes into the distance.	0	WordSwapRandomCharacterDeletion
1027	An Ambulance is passing a man wearing a bandanna and girl.	The ambulance isn't stoppe by heavy traffic	0	An Ambulance is passing a man wearing a bandanna and girl.	The ambulance isn't stopped by heavy traffic	2	WordSwapRandomCharacterDeletion
1028	Two black labs run, one carrying an orange dog toy.	The duogs are chasing a rabbit.	2	Two black labs run, one carrying an orange dog toy.	The dogs are chasing a rabbit.	0	WordSwapRandomCharacterInsertion
1029	Pedestrians are gazing at a display of books set out on a sidewalk under a tree.	PeUople are sItanding on a sidCewalk.	1	Pedestrians are gazing at a display of books set out on a sidewalk under a tree.	People are standing on a sidewalk.	0	WordSwapRandomCharacterInsertion
1030	A sungalsses vendor gazes into the distance.	A woman vesndor gazeQs into the distance.	1	A sungalsses vendor gazes into the distance.	A woman vendor gazes into the distance.	0	WordSwapRandomCharacterInsertion
1031	An Ambulance is passing a man wearing a bandanna and girl.	The ambulance isn't stoQpped by heavy traffic	0	An Ambulance is passing a man wearing a bandanna and girl.	The ambulance isn't stopped by heavy traffic	2	WordSwapRandomCharacterInsertion
1032	Two black labs run, one carrying an orange dog toy.	The dogs are chasing a rabbiy.	2	Two black labs run, one carrying an orange dog toy.	The dogs are chasing a rabbit.	0	WordSwapRandomCharacterSubstitution
1033	Pedestrians are gazing at a display of books set out on a sidewalk under a tree.	People are standing on a sidewalj.	1	Pedestrians are gazing at a display of books set out on a sidewalk under a tree.	People are standing on a sidewalk.	2	WordSwapRandomCharacterSubstitution
1034	A sungalsses vendor gazes into the distance.	A woman Cendor gazes into the distance.	1	A sungalsses vendor gazes into the distance.	A woman vendor gazes into the distance.	0	WordSwapRandomCharacterSubstitution
1035	An Ambulance is passing a man wearing a bandanna and girl.	The ambulance isn't stmpped by heavy traffic	0	An Ambulance is passing a man wearing a bandanna and girl.	The ambulance isn't stopped by heavy traffic	2	WordSwapRandomCharacterSubstitution
1036	Pedestrians are gazing at a display of books set out on a sidewalk under a tree.	People are seated on a sidewalk.	1	Pedestrians are gazing at a display of books set out on a sidewalk under a tree.	People are standing on a sidewalk.	0	WordSwapWordNetAntonym
