	Pertubed_Text	label	Original_Text	True_label	Perturbed_label	attack
1619	IBM Seeks Claims Dismissed () - (NYSE: IBM) has -- again -- sought to have the pending legal claims by Group. a filed in.. district court, argues its System placed.	2	IBM Seeks To Have SCO Claims Dismissed (NewsFactor) NewsFactor - IBM (NYSE: IBM) has -- again -- sought to have the pending legal claims by The SCO Group dismissed. According to a motion it filed in a U.S. district court, IBM argues that SCO has no evidence to support its claims that it appropriated confidential source code from Unix System V and placed it in Linux.	3	2	unknown
1620	: Live And Let Die NEW YORK - The newly released traffic crash fatality data have something for everyone in the debate about the safety of sport utility. 	1	SUVs: Live And Let Die NEW YORK - The newly released traffic crash fatality data have something for everyone in the debate about the safety of sport utility vehicles. 	2	1	unknown
1621	Security scare as intruder dives in A CANADIAN husband #39;s love for his wife has led to a tightening of security at all in Athens. 	0	Security scare as intruder dives in A CANADIAN husband #39;s love for his wife has led to a tightening of security at all Olympic venues in Athens. 	1	0	unknown
1622	barely, but not all #; Now in has a huge sigh relief, let #;s not get carried away. 	3	Team USA barely wins, but struggles not all players #39; fault Now that everybody in and around USA Basketball has breathed a huge sigh of relief, let #39;s not get carried away. 	1	3	unknown
1623	-- The #; off a,. ;,;. ; #;.; ...	3	UPI NewsTrack Sports -- The United States men #39;s basketball team capped off a big day for the USA by fighting off Greece for a vital win, 77-71.  quot;They played with heart, quot; said Coach Larry Brown.  quot;That #39;s all you can ask. quot; ...	1	3	unknown
1624	delegation leaves fighting continues, - A national conference #39;s bid to end the fighting in the holy of appeared to have failed Tuesday. 	1	Peace delegation leaves Najaf empty-handed as fighting continues BAGHDAD, Iraq - A national political conference #39;s bid to end the fighting in the Shiite Muslim holy city of Najaf appeared to have failed Tuesday. 	0	1	unknown
1625	president calls for international conference on South TBILISI,  President Mikhail to world Tuesday to an international conference on the in breakaway South Ossetia, of threaten ...	3	Georgian president calls for international conference on South Ossetia TBILISI, Georgia  Georgian President Mikhail Saakashvili appealed to world leaders Tuesday to convene an international conference on the conflict in breakaway South Ossetia, where daily exchanges of gunfire threaten to spark ...	0	3	unknown
1626	, resumes in breakaway Georgian region () - Georgian and South Ossetian overnight accused each other of trying the other in breakaway region of South Ossetia, as four Georgian were reported to.	3	Shelling, shooting resumes in breakaway Georgian region (AFP) AFP - Georgian and South Ossetian forces overnight accused each other of trying to storm the other side's positions in Georgia's breakaway region of South Ossetia, as four Georgian soldiers were reported to be wounded.	0	3	unknown
1627	, placed on 15-day list BOSTON -- another busy on the medical front Red, as a series moves were announced prior to Tuesday night #;s against Blue. 	2	Youkilis, McCarty placed on 15-day disabled list BOSTON -- It was another busy day on the medical front for the Red Sox, as a series of roster moves were announced prior to Tuesday night #39;s game against the Blue Jays. 	1	2	unknown
1628	Trips Up Campaign () - John Kerry, Bob Kerrey. It's easy to get confused.	2	Kerry-Kerrey Confusion Trips Up Campaign (AP) AP - John Kerry, Bob Kerrey. It's easy to get confused.	0	2	unknown
1629	Former (AP) AP -., coach led to,, school officials said. 83.	3	Former Florida Swimming Coach Dies at 83 (AP) AP - William H. Harlan, the retired University of Florida swimming coach who led the Gators to eight conference titles, died Tuesday, school officials said. He was 83.	1	3	unknown
1630	US Men Have Right Touch in Relay Duel Against THENS, Aug. - Michael Phelps is not going to match the seven gold medals won by Mark Spitz. And it is too early to tell if he will match Aleksandr Dityatin, the Soviet gymnast who won eight total medals in 1980. But those were not ...	0	US Men Have Right Touch in Relay Duel Against Australia THENS, Aug. 17 - So Michael Phelps is not going to match the seven gold medals won by Mark Spitz. And it is too early to tell if he will match Aleksandr Dityatin, the Soviet gymnast who won eight total medals in 1980. But those were not the ...	1	0	unknown
1631	Schrder Russian Three-year-old Victoria, from St Petersburg, has been living at the Schrders #39; family home in Hanover in northern Germany for several weeks. 	1	Schrder adopts Russian orphan Three-year-old Victoria, from St Petersburg, has been living at the Schrders #39; family home in Hanover in northern Germany for several weeks. 	0	1	unknown
1632	Leads Past () - hit run-scoring double off Monster game, the a 5-4 win.	3	Cabrera Leads Red Sox Past Blue Jays 5-4 (AP) AP - Orlando Cabrera hit a run-scoring double off the Green Monster in the ninth inning on reliever Justin Speier's second pitch of the game, giving the Boston Red Sox a 5-4 win over the Toronto Blue Jays on Tuesday night.	1	3	unknown
1633	United Arab Emirates shooter secures nation #39;s first gold Sheik Ahmed bin Hashr Al-Maktoum the first-ever for the United Arab Emirates when he took home the gold in men #39; double trap shooting on Tuesday in. 	0	United Arab Emirates trap shooter secures nation #39;s first Olympic gold Sheik Ahmed bin Hashr Al-Maktoum earned the first-ever Olympic medal for the United Arab Emirates when he took home the gold medal in men #39;s double trap shooting on Tuesday in Athens. 	1	0	unknown
1634	Sharon 1,000 homes West Bank announced plans 1, houses in the yesterday, the expansion of the. 	2	Sharon orders 1,000 homes in West Bank Israel announced plans for 1,000 houses in the West Bank yesterday, accelerating the expansion of the settlements. 	0	2	unknown
1635	So. Investigated in Sex Assault (AP) AP - At least one member of the top-ranked Southern California is under investigation for sexual assault, the Los Angeles Police Department said Tuesday.	0	So. Cal Player Investigated in Sex Assault (AP) AP - At least one member of the top-ranked Southern California football team is under investigation for sexual assault, the Los Angeles Police Department said Tuesday.	1	0	unknown
1636	Promotes His Plan for Missile Defense System President, in Pennsylvania, said that opponents of a missile defense system were putting the nation's security at risk.	3	Bush Promotes His Plan for Missile Defense System President Bush, in Pennsylvania, said that opponents of a missile defense system were putting the nation's security at risk.	0	3	unknown
1637	China Sighs in Relief as High BEIJING (Reuters) - China breathed a measured sigh of relief after the skills of its Ming dwarfed New Zealand to nearer to their goal of reaching. 	0	China Sighs in Relief as Yao Scores High BEIJING (Reuters) - China breathed a measured sigh of relief after the skills of its basketball giant Yao Ming dwarfed New Zealand to sweep his team nearer to their goal of reaching the Athens Olympics semi-finals. 	1	0	unknown
1638	OK new homes in West A leaked plan to 1,000 new in the West yesterday sent Bush administration officials scrambling for a response in the sensitive period before November #39;s presidential election. 	2	Israelis OK new homes in West Bank A leaked Israeli plan to build 1,000 new Jewish settler homes in the West Bank yesterday sent Bush administration officials scrambling for a response in the sensitive period before November #39;s presidential election. 	0	2	unknown
1639	accuses of terror plot - police terrorist yesterday to commit murder use radioactive materials, toxic gases, or explosives to cause  quot;fear or injury. quot; ...	2	Britain accuses 8 of terror plot LONDON - British police charged eight terrorist suspects yesterday with conspiring to commit murder and use radioactive materials, toxic gases, chemicals or explosives to cause  quot;fear or injury. quot; ...	0	2	unknown
1640	5 in at #39;s, the. Doctors said he suffered leg wounds. 	1	Israel kills 5 in strike at Hamas activist Islamic group #39;s armed wing, the Izz el-Deen al-Qassam Brigades. Doctors said he suffered leg wounds. 	0	1	unknown
1641	Zambrano; So Are,. - Zambrano came radical movement, in his and his. 	0	Zambrano Out Early; So Are Mets ENVER, Aug. 17 - Victor Zambrano came to the Mets with radical movement on his pitches, fixable flaws in his delivery and a curious sore spot lingering around his right elbow. 	1	0	unknown
1642	Dollar, Offers Little  () - dollar moved in ranges  Wednesday as most off  U.S. inflation and view.. .	0	Dollar Stuck, CPI Offers Little Direction  TOKYO (Reuters) - The dollar moved in tight ranges on  Wednesday as most investors shrugged off lower-than-expected  U.S. inflation data and stuck to the view the U.S. Federal  Reserve would continue raising rates.	2	0	unknown
1643	St. Louis Cardinals Right-hander Matt Morris threw seven solid innings, but the Cardinals needed a bases-loaded walk to second baseman Tony Womack and a grand slam from new right fielder Larry Walker to key a six-run eighth inning ...	0	St. Louis Cardinals News Right-hander Matt Morris threw seven solid innings, but the Cardinals needed a bases-loaded walk to second baseman Tony Womack and a grand slam from new right fielder Larry Walker to key a six-run eighth inning for a ...	1	0	unknown
