index	Perturbed_Question1	Perturbed_Question2	label	Original_Question1	Original_Question2	original_label
578	 What are some good baby girl names stLarting with D?	 What are some gUood baby girl names starting with D or H?	1	 What are some good baby girl names starting with D?	 What are some good baby girl names starting with D or H?	0
579	 I am 2q5 year old guy and Nnever had a girlfriend. Is this weird?	 I am 25 years old. I have never had a girlfriend. Is something wrong with me?	0	 I am 25 year old guy and never had a girlfriend. Is this weird?	 I am 25 years old. I have never had a girlfriend. Is something wrong with me?	1
580	 What are the Mbest things to do in Hong Kong?	 What is the best thing in Hong Kong?	0	 What are the best things to do in Hong Kong?	 What is the best thing in Hong Kong?	1
581	 CaZn you TRANSDLATE these to English language?	 Can you Etranslate this from Biengali to English language?	1	 Can you TRANSLATE these to English language?	 Can you translate this from Bengali to English language?	0
582	 Which is the bejst gpaming lgaptop under 40k?	 Which is the best gaming laptop under 40,000 rs?	0	 Which is the best gaming laptop under 40k?	 Which is the best gaming laptop under 40,000 rs?	1
583	 What is an easwy way to cleLan ltoothpaste stains from a shirt wPithout washing it?	 What are some wayNs to remrove hard watenr stains from dipshes?	1	 What is an easy way to clean toothpaste stains from a shirt without washing it?	 What are some ways to remove hard water stains from dishes?	0
584	 What was the deadliest battle in historUy?	 What was the bloodiest battle in history?	0	 What was the deadliest battle in history?	 What was the bloodiest battle in history?	1
585	 What are your views about demonetisation in Ibndia?	 What do you think about the ban on 500 and 1000 denomination notes in India?	0	 What are your views about demonetisation in India?	 What do you think about the ban on 500 and 1000 denomination notes in India?	1
586	 FIs FMS Delhi a good oZption for a MBA executive Bprogram?	 UIs FMS a good choice for an MBA in HR? Why and why not?	1	 Is FMS Delhi a good option for a MBA executive program?	 Is FMS a good choice for an MBA in HR? Why and why not?	0
587	 Is it a bad time to buy a condo or a house in the Bay Area in 2017?	 Would 2017 be a good time to buy a house in BXay Area?	0	 Is it a bad time to buy a condo or a house in the Bay Area in 2017?	 Would 2017 be a good time to buy a house in Bay Area?	1
588	 oHow is vanilla extrzact made?	 Hnow do you make sugafr cRookies wsithout vanilla extrMact?	1	 How is vanilla extract made?	 How do you make sugar cookies without vanilla extract?	0
589	 Wnhat is the Sahara, and how do the average temperatures there compare to the ones in the Patagonian Desert?	 What is the Sahamra, and how do the average temperatures there compare to the ones in the Registan Desert?	0	 What is the Sahara, and how do the average temperatures there compare to the ones in the Patagonian Desert?	 What is the Sahara, and how do the average temperatures there compare to the ones in the Registan Desert?	1
590	 Is it advisable to sent your cv to a professor with whom you are ktrying to make contact for graduate admission?	 SHow does contacting a professor before applying fAactor into graduate admissions?	1	 Is it advisable to sent your cv to a professor with whom you are trying to make contact for graduate admission?	 How does contacting a professor before applying factor into graduate admissions?	0
591	 How do you closee a Bank of America account?	 How can one close a bank account oWnline?	1	 How do you close a Bank of America account?	 How can one close a bank account online?	0
592	 How can I create the most popular quesktion on Quora?	 Which are the most popular questions on Quora presently that also create the most discussions?	1	 How can I create the most popular question on Quora?	 Which are the most popular questions on Quora presently that also create the most discussions?	0
593	 What are the requirements to become president in the United States and how are the requirements different in Tanzaniia?	 What are the requiremcents to nbecome president in the United States and how are the reqduirements different in France?	1	 What are the requirements to become president in the United States and how are the requirements different in Tanzania?	 What are the requirements to become president in the United States and how are the requirements different in France?	0
594	" ""Who is the Adam the lyricss to Blink-182's """"Adam's Song"""" are written about?"""	" ""Which Blink-182 Qband member wrote the lyrics to """"Adam's Song""""?"""	1	" ""Who is the Adam the lyrics to Blink-182's """"Adam's Song"""" are written about?"""	" ""Which Blink-182 band member wrote the lyrics to """"Adam's Song""""?"""	0
595	 WhFy does a rainbow lorikeet make a good pet?	 Can lorikeets be good pets? What are some wZays to take good care of them?	1	 Why does a rainbow lorikeet make a good pet?	 Can lorikeets be good pets? What are some ways to take good care of them?	0
596	 If univerSse is expanding without a limiut and Ddark and vRacuum enyergy are created as it expands…?	 If universe can expand without limyit and it creates dark/vacuuum/gravitaUtional energy with it,then is the pfotential energDy infiniUte?	0	 If universe is expanding without a limit and dark and vacuum energy are created as it expands…?	 If universe can expand without limit and it creates dark/vacuum/gravitational energy with it,then is the potential energy infinite?	1
597	 How is India preparing for wlar against Pakistan?	 Is India preparing for a war?	1	 How is India preparing for war against Pakistan?	 Is India preparing for a war?	0
598	 Wrhy we do Ystudy computer fundaGmental in software engineering.?	 Do we gRet to chose only oFne computer langDuage when we are strudying engineering?	1	 Why we do study computer fundamental in software engineering.?	 Do we get to chose only one computer language when we are studying engineering?	0
599	 What is the smartest question Mbesides this questioBn?	 WZhat are the smartest questions that you have hearAd?	1	 What is the smartest question besides this question?	 What are the smartest questions that you have heard?	0
600	 What people who you've never met have influenced your life the most?	 Who are people you have enever met who have had the greatest influence on your life?	0	 What people who you've never met have influenced your life the most?	 Who are people you have never met who have had the greatest influence on your life?	1
601	 HoVw much weed did oBob Marley smoke a day?	 HNow much weed should you smokde?	1	 How much weed did Bob Marley smoke a day?	 How much weed should you smoke?	0
602	 WhX are African-AmericaEs so blautiful?	 WUy are hispanMcs so beauziful?	1	 Why are African-Americans so beautiful?	 Why are hispanics so beautiful?	0
603	 Is there a reason why we should tbavel aRone?	 What are some reasons to travel alone?	0	 Is there a reason why we should travel alone?	 What are some reasons to travel alone?	1
604	 What are some good baby girl nimes starting with D?	 What are some good baby girl names startKng with D or H?	1	 What are some good baby girl names starting with D?	 What are some good baby girl names starting with D or H?	0
