index	sentence	label	Original text	perturbed_label	attack
615	... designed to provide a mix of smiles and tears , `` crossroads '' s s of s and s . 	0	... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . 	1	WordSwapRandomCharacterInsertion
616	if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far able to draw you deeply into its world . 	0	if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . 	1	WordSwapRandomCharacterInsertion
617	nce of the piece , iness of the chilly production , and ly embedded in the lurid topic ly enough . 	1	the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . 	0	WordSwapRandomCharacterInsertion
618	the subtle strength of `` elling '' is that it never ifies with the reality of the grim situation . 	1	the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation . 	0	WordSwapRandomCharacterInsertion
619	mr. tsai is a very ist in his medium , and what time is it there ? 	1	mr. tsai is a very original artist in his medium , and what time is it there ? 	0	WordSwapRandomCharacterInsertion
620	sade is an ew at the controversial eponymous and fiercely atheistic hero . 	1	sade is an engaging look at the controversial eponymous and fiercely atheistic hero . 	0	WordSwapRandomCharacterInsertion
621	the script kicks in , and mr. hartley 's bling and foot-dragging rhythms follow . 	0	the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . 	1	WordSwapRandomCharacterInsertion
622	for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou owed up wind of emotional steam . 	0	for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . 	1	WordSwapRandomCharacterInsertion
623	among imov 's most iling of alientation . 	1	among the year 's most intriguing explorations of alientation . 	0	WordSwapRandomCharacterInsertion
624	though it 's become almost redundant to say if , kudos go to leigh for actually casting people who look working-class . 	1	though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . 	0	WordSwapRandomCharacterInsertion
625	the movie achieves as piration by keeping s hidden as ... ( quills ) did by showing them . 	1	the movie achieves as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . 	0	WordSwapRandomCharacterInsertion
626	fresnadillo 's dark and ish have s of plying into your subconscious like the nightmare you had a week ago that wo n't go away . 	1	fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . 	0	WordSwapRandomCharacterInsertion
627	on the whole , the movie ness , and believability to compensate for iness and banality . 	0	on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . 	1	WordSwapRandomCharacterInsertion
628	does paint some s ... , but makhmalbaf keeps her distance from the characters 	1	does paint some memorable images ... , but makhmalbaf keeps her distance from the characters 	0	WordSwapRandomCharacterInsertion
629	( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and oting the wacky talent that brought him fame in the first place . 	1	( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . 	0	WordSwapRandomCharacterInsertion
630	pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions apa the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . 	0	pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . 	1	WordSwapRandomCharacterInsertion
631	it 's not the typical gangster movie . 	0	it 's not the ultimate depression-era gangster movie . 	1	WordSwapRandomCharacterInsertion
632	like leon , it 's frustrating and still ious . 	1	like leon , it 's frustrating and still oddly likable . 	0	WordSwapRandomCharacterInsertion
633	leigh 's film is full of ache from top to bottom . 	1	leigh 's film is full of memorable performances from top to bottom . 	0	WordSwapRandomCharacterInsertion
634	does s besides glib ry , and a series of s ... that raise n on yx . 	0	does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence . 	1	WordSwapRandomCharacterInsertion
635	try as i may , i ca e of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , ` thank you ! ' 	0	try as i may , i ca n't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , ` thank you ! ' 	1	WordSwapRandomCharacterInsertion
636	a celebration of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn s . 	1	a celebration of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the consequences . 	0	WordSwapRandomCharacterInsertion
637	instead of a hyperbolic beat-charged urban western , it 's an unpretentious , sociologically lah of life . 	1	instead of a hyperbolic beat-charged urban western , it 's an unpretentious , sociologically pointed slice of life . 	0	WordSwapRandomCharacterInsertion
638	at the very least , if you do n't know anything about derrida when you walk into the theater , you wo am in when you leave . 	0	at the very least , if you do n't know anything about derrida when you walk into the theater , you wo n't know much more when you leave . 	1	WordSwapRandomCharacterInsertion
639	the format gets used best ... to capture the amina achieved by motocross and mx , whose balletic hotdogging occasionally ends in bone-crushing screwups . 	1	the format gets used best ... to capture the dizzying heights achieved by motocross and bmx riders , whose balletic hotdogging occasionally ends in bone-crushing screwups . 	0	WordSwapRandomCharacterInsertion
640	that dogged ss of ness and ` vain ' jia 's defoliation of ego , make t despite amo . 	1	that dogged good will of the parents and ` vain ' jia 's defoliation of ego , make the film touching despite some doldrums . 	0	WordSwapRandomCharacterInsertion
641	not only is undercover s , if not more so , than both s , but it 's also one of the iest , spoofs to s in vert . 	1	not only is undercover brother as funny , if not more so , than both austin powers films , but it 's also one of the smarter , savvier spoofs to come along in some time . 	0	WordSwapRandomCharacterInsertion
642	to say this s better in fus ' some like it hot is like saying the sun rises in the east . 	0	to say this was done better in wilder 's some like it hot is like saying the sun rises in the east . 	1	WordSwapRandomCharacterInsertion
643	perceptive in its vision of nascent industrialized world politics as a new art form , but far able , didactic and saddled with scenes that seem simply an icon for this movie . 	0	perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . 	1	WordSwapRandomCharacterInsertion
644	all mas ' missing is the spontaneity , originality and delight . 	0	all that 's missing is the spontaneity , originality and delight . 	1	WordSwapRandomCharacterInsertion
645	the socio-histo-political treatise is told in vent ... ( and ) personal illusion is deconstructed with poignancy . 	1	the socio-histo-political treatise is told in earnest strides ... ( and ) personal illusion is deconstructed with poignancy . 	0	WordSwapRandomCharacterInsertion
